,,,Total,Total,Total,Not a high school graduate,Not a high school graduate,Not a high school graduate,High school graduate,High school graduate,High school graduate,Some college/associate's degree,Some college/associate's degree,Some college/associate's degree,Bachelor's degree,Bachelor's degree,Bachelor's degree,Advanced degree,Advanced degree,Advanced degree
,,,Mean,Number with earnings,Standard error,Mean,Number with earnings,Standard error,Mean,Number with earnings,Standard error,Mean,Number with earnings,Standard error,Mean,Number with earnings,Standard error,Mean,Number with earnings,Standard error
White alone or in combination,Female,2009,33961.0,58574.0,197.0,15254.0,4146.0,414.0,24561.0,15494.0,230.0,28528.0,19116.0,277.0,43275.0,13034.0,431.0,64283.0,6782.0,986.0
White alone or in combination,Female,2008,33060.0,59590.0,184.0,14345.0,4366.0,223.0,24615.0,16107.0,256.0,27819.0,19383.0,250.0,43826.0,13050.0,507.0,59814.0,6683.0,731.0
White alone or in combination,Female,2007,32810.0,59130.0,170.0,15226.0,4263.0,338.0,24226.0,16134.0,213.0,28362.0,19321.0,267.0,42807.0,12886.0,410.0,58951.0,6525.0,721.0
White alone or in combination,Female,2006,32059.0,58663.0,193.0,15408.0,4745.0,429.0,23313.0,16514.0,185.0,28008.0,18844.0,292.0,43078.0,12591.0,507.0,59042.0,5968.0,968.0
White alone or in combination,Female,2005,30053.0,57895.0,163.0,14066.0,4684.0,225.0,22574.0,16434.0,181.0,25518.0,19194.0,233.0,40306.0,11873.0,480.0,55273.0,5707.0,736.0
White alone or in combination,Female,2004,28954.0,57630.0,167.0,13498.0,4788.0,199.0,22277.0,16566.0,240.0,25079.0,18925.0,202.0,38886.0,11633.0,452.0,53859.0,5718.0,871.0
White alone or in combination,Female,2003,28532.0,57257.0,161.0,14086.0,4684.0,306.0,22029.0,16926.0,210.0,25093.0,18616.0,218.0,37750.0,11476.0,407.0,53021.0,5552.0,882.0
White alone or in combination,Female,2002,27457.0,57254.0,163.0,13286.0,4979.0,282.0,21381.0,17433.0,224.0,24046.0,18261.0,198.0,37872.0,11243.0,521.0,50255.0,5336.0,749.0
Non-Hispanic White alone or in combination,Both Sexes,2019,64081.0,105915.0,451.0,30150.0,3635.0,993.0,42632.0,25160.0,452.0,48264.0,30487.0,563.0,77020.0,29686.0,909.0,108996.0,16945.0,1795.0
Non-Hispanic White alone or in combination,Both Sexes,2018,60731.0,105563.0,397.0,27347.0,3940.0,986.0,42274.0,25586.0,506.0,45464.0,30696.0,563.0,74740.0,28795.0,845.0,101172.0,16544.0,1416.0
Non-Hispanic White alone or in combination,Both Sexes,2017,58297.0,105469.0,291.0,26904.0,4157.0,638.0,41142.0,26003.0,434.0,43712.0,30929.0,362.0,70848.0,28240.0,567.0,100016.0,16138.0,1155.0
Non-Hispanic White alone or in combination,Both Sexes,2016,56249.0,105396.0,282.0,27150.0,4117.0,899.0,39070.0,26546.0,360.0,42644.0,31746.0,355.0,69962.0,27347.0,623.0,96379.0,15729.0,1087.0
Non-Hispanic White alone or in combination,Both Sexes,2015,54138.0,105849.0,273.0,26738.0,4515.0,788.0,38446.0,26400.0,365.0,40705.0,32404.0,322.0,67469.0,26896.0,622.0,93459.0,15633.0,1054.0
Non-Hispanic White alone or in combination,Both Sexes,2014,51984.0,104543.0,259.0,28791.0,4447.0,1258.0,36673.0,27032.0,319.0,40306.0,31919.0,361.0,64462.0,26162.0,549.0,89586.0,14981.0,1012.0
Non-Hispanic White alone or in combination,Both Sexes,2013,50424.0,104642.0,289.0,26562.0,4238.0,1222.0,35470.0,27636.0,325.0,38177.0,32311.0,357.0,61814.0,25858.0,582.0,92592.0,14598.0,1312.0
Non-Hispanic White alone or in combination,Both Sexes,2012,49757.0,104714.0,241.0,23002.0,4588.0,642.0,35260.0,27261.0,314.0,37725.0,33054.0,291.0,62395.0,25607.0,517.0,91442.0,14202.0,1081.0
Non-Hispanic White alone or in combination,Both Sexes,2011,48950.0,104217.0,231.0,22468.0,4960.0,522.0,35205.0,27811.0,343.0,36916.0,32528.0,250.0,62300.0,25217.0,483.0,90442.0,13699.0,1074.0
Non-Hispanic White alone or in combination,Both Sexes,2010,46894.0,104136.0,206.0,22408.0,4940.0,686.0,33268.0,28501.0,272.0,36046.0,32321.0,237.0,60111.0,24730.0,483.0,85960.0,13644.0,879.0
Non-Hispanic White alone or in combination,Both Sexes,2009,45813.0,106618.0,208.0,21241.0,5331.0,548.0,32478.0,30276.0,233.0,36163.0,32964.0,262.0,58398.0,24814.0,482.0,86674.0,13231.0,986.0
Non-Hispanic White alone or in combination,Both Sexes,2008,46050.0,108823.0,206.0,21579.0,5959.0,451.0,33105.0,30982.0,257.0,36042.0,33806.0,243.0,60818.0,24717.0,528.0,84996.0,13358.0,911.0
Non-Hispanic White alone or in combination,Both Sexes,2007,45393.0,108929.0,198.0,22945.0,6040.0,516.0,32992.0,31288.0,246.0,36176.0,33994.0,235.0,59637.0,24622.0,493.0,82840.0,12983.0,924.0
Non-Hispanic White alone or in combination,Both Sexes,2006,44652.0,108297.0,214.0,22094.0,6995.0,345.0,32844.0,31802.0,291.0,35795.0,32962.0,270.0,58785.0,24103.0,535.0,83629.0,12433.0,1010.0
Non-Hispanic White alone or in combination,Both Sexes,2005,42839.0,107945.0,211.0,21088.0,6744.0,342.0,31367.0,31951.0,245.0,34824.0,33991.0,276.0,56441.0,23253.0,544.0,81944.0,12003.0,1072.0
Non-Hispanic White alone or in combination,Both Sexes,2004,40847.0,107086.0,194.0,19667.0,6893.0,407.0,30195.0,32217.0,241.0,33192.0,33201.0,231.0,53335.0,22815.0,456.0,79166.0,11961.0,1064.0
Non-Hispanic White alone or in combination,Both Sexes,2003,39989.0,106658.0,184.0,19764.0,6906.0,300.0,29561.0,32225.0,205.0,32732.0,33062.0,231.0,52823.0,22686.0,494.0,76029.0,11777.0,924.0
Non-Hispanic White alone or in combination,Both Sexes,2002,39135.0,107050.0,185.0,19491.0,7516.0,375.0,28714.0,32758.0,222.0,32210.0,32876.0,246.0,53244.0,22415.0,518.0,74011.0,11482.0,877.0
Non-Hispanic White alone or in combination,Male,2019,75443.0,55836.0,651.0,34757.0,2302.0,1234.0,49310.0,15031.0,614.0,58579.0,15447.0,846.0,93002.0,14931.0,1367.0,135123.0,8123.0,2757.0
Non-Hispanic White alone or in combination,Male,2018,72324.0,55743.0,632.0,33159.0,2457.0,1488.0,49347.0,15067.0,704.0,56378.0,15607.0,969.0,90190.0,14618.0,1361.0,126140.0,7993.0,2429.0
Non-Hispanic White alone or in combination,Male,2017,69152.0,56133.0,460.0,31964.0,2602.0,926.0,48321.0,15471.0,636.0,53400.0,15721.0,593.0,85654.0,14456.0,904.0,123474.0,7881.0,1981.0
Non-Hispanic White alone or in combination,Male,2016,66808.0,55923.0,446.0,32056.0,2622.0,1310.0,46245.0,15570.0,548.0,51344.0,16121.0,566.0,86032.0,13879.0,1025.0,117742.0,7730.0,1798.0
Non-Hispanic White alone or in combination,Male,2015,64884.0,56124.0,436.0,33003.0,2862.0,1181.0,45533.0,15559.0,537.0,48967.0,16271.0,502.0,83328.0,13664.0,1045.0,116296.0,7766.0,1770.0
Non-Hispanic White alone or in combination,Male,2014,62883.0,55277.0,424.0,34929.0,2799.0,1801.0,43134.0,15831.0,435.0,49537.0,15922.0,606.0,80000.0,13283.0,946.0,113429.0,7439.0,1768.0
Non-Hispanic White alone or in combination,Male,2013,60564.0,55448.0,472.0,32072.0,2770.0,1791.0,40829.0,16130.0,392.0,46426.0,16176.0,573.0,75330.0,13088.0,1009.0,119984.0,7282.0,2300.0
Non-Hispanic White alone or in combination,Male,2012,60103.0,55462.0,391.0,27899.0,2824.0,991.0,41984.0,15644.0,495.0,46207.0,16520.0,506.0,75609.0,13257.0,829.0,115320.0,7215.0,1786.0
Non-Hispanic White alone or in combination,Male,2011,59346.0,55152.0,375.0,27620.0,3049.0,805.0,42612.0,15908.0,560.0,45417.0,16018.0,434.0,75075.0,13067.0,725.0,112884.0,7108.0,1784.0
Non-Hispanic White alone or in combination,Male,2010,56546.0,55081.0,339.0,27242.0,3050.0,1072.0,39332.0,16198.0,432.0,43587.0,15845.0,392.0,73245.0,12929.0,771.0,107217.0,7058.0,1501.0
Non-Hispanic White alone or in combination,Male,2009,55161.0,56390.0,337.0,25612.0,3262.0,857.0,38049.0,17253.0,352.0,43680.0,16218.0,429.0,72222.0,12834.0,803.0,107782.0,6821.0,1612.0
Non-Hispanic White alone or in combination,Male,2008,56357.0,57636.0,336.0,26226.0,3743.0,676.0,39288.0,17435.0,386.0,44075.0,16739.0,395.0,76560.0,12692.0,864.0,107540.0,7025.0,1533.0
Non-Hispanic White alone or in combination,Male,2007,55457.0,57886.0,327.0,27810.0,3800.0,771.0,39602.0,17567.0,392.0,43707.0,16973.0,359.0,75109.0,12715.0,836.0,104236.0,6830.0,1565.0
Non-Hispanic White alone or in combination,Male,2006,54624.0,57615.0,348.0,25996.0,4358.0,448.0,40034.0,17723.0,488.0,43491.0,16320.0,432.0,73244.0,12424.0,882.0,103794.0,6787.0,1597.0
Non-Hispanic White alone or in combination,Male,2005,53084.0,57553.0,356.0,25469.0,4213.0,496.0,38034.0,17787.0,401.0,43083.0,16769.0,486.0,70891.0,12187.0,905.0,103850.0,6593.0,1794.0
Non-Hispanic White alone or in combination,Male,2004,50488.0,56762.0,321.0,23520.0,4288.0,622.0,36323.0,17817.0,369.0,41490.0,16260.0,399.0,66467.0,11870.0,739.0,100220.0,6527.0,1750.0
Non-Hispanic White alone or in combination,Male,2003,49227.0,56549.0,302.0,22947.0,4313.0,397.0,35550.0,17549.0,314.0,40196.0,16358.0,389.0,66368.0,11946.0,839.0,94830.0,6471.0,1456.0
Non-Hispanic White alone or in combination,Male,2002,48700.0,56714.0,307.0,23426.0,4663.0,573.0,34830.0,17446.0,346.0,40195.0,16390.0,434.0,66776.0,11859.0,830.0,100412.0,6510.0,1799.0
Non-Hispanic White alone or in combination,Female,2019,51413.0,50078.0,518.0,22191.0,1332.0,1352.0,32721.0,10129.0,510.0,37668.0,15039.0,609.0,60847.0,14755.0,992.0,84939.0,8822.0,1953.0
Non-Hispanic White alone or in combination,Female,2018,47760.0,49819.0,408.0,17716.0,1482.0,690.0,32142.0,10518.0,626.0,34175.0,15089.0,481.0,58810.0,14177.0,874.0,77832.0,8551.0,1317.0
Non-Hispanic White alone or in combination,Female,2017,45948.0,49335.0,322.0,18429.0,1554.0,630.0,30597.0,10532.0,498.0,33698.0,15208.0,382.0,55319.0,13783.0,632.0,77626.0,8257.0,1156.0
Non-Hispanic White alone or in combination,Female,2016,44314.0,49473.0,315.0,18546.0,1495.0,856.0,28808.0,10886.0,355.0,33667.0,15625.0,404.0,53401.0,13468.0,650.0,75732.0,7998.0,1176.0
Non-Hispanic White alone or in combination,Female,2015,42009.0,49725.0,294.0,15893.0,1653.0,539.0,28275.0,10840.0,413.0,32372.0,16132.0,388.0,51092.0,13232.0,611.0,70913.0,7866.0,1066.0
Non-Hispanic White alone or in combination,Female,2014,39755.0,49266.0,259.0,18362.0,1647.0,1416.0,27542.0,11201.0,442.0,31118.0,15997.0,376.0,48436.0,12879.0,482.0,66065.0,7541.0,881.0
Non-Hispanic White alone or in combination,Female,2013,38994.0,49193.0,294.0,16163.0,1468.0,889.0,27957.0,11505.0,539.0,29907.0,16135.0,406.0,47960.0,12769.0,510.0,65324.0,7315.0,1098.0
Non-Hispanic White alone or in combination,Female,2012,38106.0,49251.0,251.0,15161.0,1763.0,450.0,26205.0,11617.0,287.0,29250.0,16534.0,269.0,48210.0,12349.0,564.0,66783.0,6986.0,1101.0
Non-Hispanic White alone or in combination,Female,2011,37264.0,49065.0,239.0,14246.0,1910.0,341.0,25304.0,11902.0,256.0,28668.0,16510.0,233.0,48561.0,12150.0,598.0,66241.0,6591.0,1035.0
Non-Hispanic White alone or in combination,Female,2010,34434.0,57804.0,182.0,14718.0,3960.0,246.0,24581.0,14861.0,217.0,28332.0,18995.0,230.0,45130.0,12937.0,492.0,63092.0,7050.0,727.0
Non-Hispanic White alone or in combination,Female,2009,35318.0,50227.0,217.0,14347.0,2068.0,348.0,25096.0,13022.0,258.0,28882.0,16745.0,292.0,43589.0,11980.0,460.0,64211.0,6409.0,1004.0
Non-Hispanic White alone or in combination,Female,2008,34445.0,51187.0,207.0,13726.0,2215.0,329.0,25148.0,13547.0,296.0,28163.0,17067.0,271.0,44203.0,12025.0,537.0,59983.0,6332.0,754.0
Non-Hispanic White alone or in combination,Female,2007,33979.0,51043.0,188.0,14690.0,2239.0,406.0,24530.0,13721.0,227.0,28665.0,17020.0,290.0,43115.0,11907.0,435.0,59092.0,6153.0,752.0
Non-Hispanic White alone or in combination,Female,2006,33316.0,50682.0,215.0,15642.0,2636.0,509.0,23794.0,14079.0,208.0,28248.0,16641.0,315.0,43402.0,11678.0,538.0,59389.0,5646.0,1010.0
Non-Hispanic White alone or in combination,Female,2005,31139.0,50391.0,182.0,13793.0,2530.0,331.0,22994.0,14163.0,201.0,26782.0,17222.0,253.0,40527.0,11065.0,509.0,55242.0,5409.0,762.0
Non-Hispanic White alone or in combination,Female,2004,28954.0,57630.0,167.0,13498.0,4788.0,199.0,22277.0,16566.0,240.0,25079.0,18925.0,202.0,38886.0,11633.0,452.0,53859.0,5718.0,871.0
Non-Hispanic White alone or in combination,Female,2003,29564.0,50108.0,177.0,14469.0,2592.0,427.0,22479.0,14765.0,235.0,25422.0,16704.0,238.0,37757.0,10739.0,411.0,53102.0,5306.0,912.0
Non-Hispanic White alone or in combination,Female,2002,28359.0,50335.0,176.0,13060.0,2853.0,265.0,21745.0,15312.0,251.0,24271.0,16485.0,214.0,38042.0,10556.0,536.0,49827.0,5127.0,708.0
Black alone or in combination,Both Sexes,2019,46417.0,22366.0,675.0,29324.0,1455.0,2317.0,33267.0,6883.0,805.0,37945.0,7162.0,644.0,61222.0,4523.0,1854.0,93008.0,2341.0,3644.0
Black alone or in combination,Both Sexes,2018,42214.0,21858.0,479.0,23705.0,1591.0,773.0,31505.0,6738.0,634.0,38025.0,7120.0,729.0,54482.0,4122.0,1084.0,77599.0,2285.0,2459.0
Black alone or in combination,Both Sexes,2017,41274.0,21401.0,460.0,23937.0,1484.0,994.0,31926.0,6656.0,775.0,36242.0,7272.0,722.0,53964.0,3948.0,1136.0,77781.0,2039.0,1727.0
Black alone or in combination,Both Sexes,2016,40580.0,20976.0,535.0,24895.0,1638.0,1678.0,30186.0,6459.0,652.0,34166.0,7299.0,682.0,57751.0,3598.0,1538.0,79881.0,1981.0,3025.0
Black alone or in combination,Both Sexes,2015,39326.0,20228.0,522.0,19655.0,1677.0,571.0,29060.0,6260.0,538.0,34345.0,7059.0,647.0,55584.0,3393.0,1583.0,81381.0,1837.0,3433.0
Black alone or in combination,Both Sexes,2014,36922.0,19750.0,456.0,22204.0,1514.0,1402.0,28241.0,6204.0,567.0,31932.0,7047.0,671.0,52652.0,3257.0,1238.0,71738.0,1725.0,2528.0
Black alone or in combination,Both Sexes,2013,35571.0,19045.0,485.0,20951.0,1726.0,1434.0,26594.0,5960.0,603.0,31867.0,6541.0,646.0,49351.0,3229.0,1481.0,72413.0,1587.0,2612.0
Black alone or in combination,Both Sexes,2012,34798.0,18798.0,382.0,18964.0,1599.0,922.0,26408.0,5885.0,643.0,31438.0,6743.0,539.0,49385.0,3021.0,930.0,69209.0,1548.0,1965.0
Black alone or in combination,Both Sexes,2011,34640.0,18098.0,440.0,17330.0,1701.0,620.0,27323.0,5766.0,706.0,32580.0,6274.0,740.0,45809.0,2922.0,744.0,70880.0,1433.0,2710.0
Black alone or in combination,Both Sexes,2010,33050.0,17838.0,350.0,17525.0,1747.0,605.0,25842.0,5786.0,455.0,30901.0,6262.0,575.0,44743.0,2730.0,708.0,71409.0,1313.0,2414.0
Black alone or in combination,Both Sexes,2009,33294.0,17389.0,371.0,18841.0,1691.0,1064.0,26805.0,5972.0,607.0,30451.0,5823.0,480.0,47773.0,2696.0,864.0,67075.0,1205.0,2384.0
Black alone or in combination,Both Sexes,2008,32878.0,18157.0,358.0,18049.0,1826.0,1243.0,27123.0,6220.0,553.0,30266.0,6207.0,399.0,46983.0,2654.0,941.0,66247.0,1248.0,2438.0
Black alone or in combination,Both Sexes,2007,33318.0,18023.0,380.0,17555.0,1903.0,430.0,27096.0,6149.0,552.0,32580.0,6056.0,790.0,46555.0,2761.0,747.0,64714.0,1152.0,1767.0
Black alone or in combination,Both Sexes,2006,32384.0,17721.0,395.0,17842.0,1995.0,463.0,26290.0,6305.0,576.0,31175.0,5759.0,656.0,47740.0,2580.0,1330.0,64563.0,1080.0,2206.0
Black alone or in combination,Both Sexes,2005,30521.0,17540.0,333.0,17264.0,2097.0,437.0,23810.0,6246.0,320.0,28817.0,5576.0,453.0,47641.0,2501.0,1490.0,63065.0,1118.0,2079.0
Black alone or in combination,Both Sexes,2004,29031.0,17110.0,292.0,17821.0,2085.0,1085.0,23458.0,6299.0,247.0,27801.0,5370.0,443.0,42131.0,2415.0,829.0,64545.0,942.0,2346.0
Black alone or in combination,Both Sexes,2003,28854.0,16871.0,332.0,16238.0,2177.0,388.0,23956.0,6082.0,368.0,27095.0,5296.0,414.0,42991.0,2374.0,1226.0,63966.0,940.0,3245.0
Black alone or in combination,Both Sexes,2002,28255.0,16833.0,334.0,17114.0,2217.0,974.0,22762.0,5940.0,374.0,27582.0,5441.0,493.0,42099.0,2348.0,884.0,60458.0,884.0,3202.0
Black alone or in combination,Male,2019,50103.0,10469.0,1083.0,33728.0,778.0,3556.0,36641.0,3681.0,998.0,42712.0,3200.0,1125.0,67176.0,1998.0,2974.0,114049.0,810.0,8358.0
Black alone or in combination,Male,2018,46264.0,10127.0,825.0,27788.0,833.0,1256.0,36822.0,3544.0,1107.0,44706.0,3105.0,1328.0,58203.0,1860.0,1937.0,86444.0,783.0,5445.0
Black alone or in combination,Male,2017,45864.0,10030.0,765.0,27639.0,747.0,1429.0,36658.0,3602.0,1199.0,40854.0,3197.0,1137.0,61668.0,1708.0,2259.0,92018.0,775.0,3246.0
Black alone or in combination,Male,2016,46496.0,9842.0,956.0,28803.0,868.0,2600.0,35148.0,3389.0,1159.0,38631.0,3230.0,856.0,70663.0,1626.0,3176.0,101400.0,727.0,7095.0
Black alone or in combination,Male,2015,43773.0,9472.0,779.0,23797.0,848.0,886.0,33581.0,3287.0,911.0,39238.0,3084.0,1082.0,63992.0,1537.0,2645.0,90477.0,714.0,4883.0
Black alone or in combination,Male,2014,42302.0,9139.0,796.0,25531.0,802.0,2394.0,32701.0,3179.0,955.0,37034.0,3034.0,1128.0,60583.0,1446.0,2262.0,91907.0,675.0,5288.0
Black alone or in combination,Male,2013,40318.0,8860.0,901.0,25377.0,934.0,2577.0,29742.0,3044.0,1085.0,37568.0,2852.0,1305.0,56800.0,1387.0,3111.0,88936.0,640.0,4676.0
Black alone or in combination,Male,2012,38147.0,8772.0,603.0,19877.0,869.0,684.0,29982.0,3033.0,1037.0,35733.0,2973.0,753.0,54483.0,1270.0,1365.0,81457.0,625.0,4182.0
Black alone or in combination,Male,2011,38722.0,8350.0,759.0,20704.0,861.0,1110.0,31081.0,2927.0,1017.0,37776.0,2799.0,1413.0,50163.0,1218.0,1320.0,87635.0,543.0,5648.0
Black alone or in combination,Male,2010,36190.0,8193.0,582.0,19428.0,944.0,967.0,29801.0,3003.0,813.0,35132.0,2618.0,1095.0,48948.0,1113.0,1258.0,82022.0,514.0,3653.0
Black alone or in combination,Male,2009,37500.0,7963.0,648.0,21585.0,912.0,1913.0,30541.0,3087.0,950.0,35842.0,2409.0,977.0,55824.0,1068.0,1777.0,79551.0,485.0,3880.0
Black alone or in combination,Male,2008,36386.0,8442.0,621.0,21894.0,913.0,2417.0,30690.0,3263.0,976.0,34159.0,2631.0,657.0,52773.0,1103.0,1645.0,73362.0,530.0,3922.0
Black alone or in combination,Male,2007,35669.0,8405.0,405.0,19932.0,1019.0,644.0,29508.0,3083.0,493.0,33845.0,2621.0,601.0,52951.0,1200.0,1155.0,75355.0,480.0,3182.0
Black alone or in combination,Male,2006,36026.0,8170.0,608.0,21361.0,1006.0,738.0,29973.0,3146.0,869.0,34784.0,2417.0,1008.0,52382.0,1124.0,1854.0,74769.0,475.0,4415.0
Black alone or in combination,Male,2005,34258.0,8127.0,626.0,19996.0,1093.0,701.0,27189.0,3142.0,539.0,33449.0,2380.0,884.0,53556.0,1049.0,3296.0,76407.0,462.0,4227.0
Black alone or in combination,Male,2004,32919.0,7885.0,538.0,22755.0,1050.0,2103.0,26575.0,3202.0,388.0,32466.0,2258.0,891.0,47448.0,976.0,1512.0,77648.0,398.0,4786.0
Black alone or in combination,Male,2003,32574.0,7689.0,520.0,17982.0,1088.0,530.0,28323.0,2981.0,607.0,31591.0,2233.0,721.0,45705.0,982.0,1122.0,76954.0,402.0,6481.0
Black alone or in combination,Male,2002,31967.0,7734.0,617.0,20537.0,1114.0,1893.0,25510.0,2902.0,479.0,32696.0,2375.0,1003.0,46942.0,1009.0,1558.0,76003.0,332.0,7767.0
Black alone or in combination,Female,2019,43173.0,11896.0,849.0,24253.0,676.0,2868.0,29387.0,3202.0,1302.0,34093.0,3961.0,726.0,56510.0,2525.0,2364.0,81864.0,1530.0,3357.0
Black alone or in combination,Female,2018,38718.0,11731.0,516.0,19221.0,758.0,771.0,25604.0,3193.0,492.0,32856.0,4014.0,737.0,51423.0,2261.0,1124.0,72984.0,1502.0,2328.0
Black alone or in combination,Female,2017,37224.0,11370.0,536.0,20184.0,737.0,1357.0,26345.0,3054.0,904.0,32623.0,4074.0,923.0,48089.0,2240.0,988.0,69040.0,1263.0,1877.0
Black alone or in combination,Female,2016,35351.0,11134.0,543.0,20483.0,769.0,2017.0,24709.0,3069.0,463.0,30622.0,4069.0,1012.0,47094.0,1971.0,889.0,67406.0,1254.0,2307.0
Black alone or in combination,Female,2015,35411.0,10756.0,699.0,15420.0,829.0,661.0,24060.0,2972.0,490.0,30548.0,3974.0,776.0,48620.0,1855.0,1864.0,75598.0,1123.0,4666.0
Black alone or in combination,Female,2014,32288.0,10611.0,494.0,18457.0,712.0,1245.0,23553.0,3025.0,565.0,28073.0,4013.0,805.0,46315.0,1810.0,1267.0,58757.0,1050.0,2228.0
Black alone or in combination,Female,2013,31442.0,10185.0,447.0,15723.0,791.0,611.0,23309.0,2916.0,468.0,27457.0,3688.0,515.0,43738.0,1841.0,1077.0,61233.0,946.0,2903.0
Black alone or in combination,Female,2012,31867.0,10026.0,483.0,17876.0,730.0,1848.0,22606.0,2851.0,730.0,28051.0,3769.0,754.0,45688.0,1751.0,1252.0,60912.0,923.0,1606.0
Black alone or in combination,Female,2011,31144.0,9748.0,491.0,13869.0,840.0,490.0,23449.0,2839.0,970.0,28395.0,3475.0,689.0,42696.0,1704.0,847.0,60632.0,889.0,2587.0
Black alone or in combination,Female,2010,30383.0,9646.0,415.0,15292.0,804.0,653.0,21570.0,2783.0,328.0,27861.0,3644.0,590.0,41846.0,1616.0,813.0,64577.0,799.0,3165.0
Black alone or in combination,Female,2009,29740.0,9426.0,405.0,15631.0,779.0,534.0,22805.0,2884.0,730.0,26646.0,3414.0,424.0,42487.0,1627.0,792.0,58664.0,719.0,2957.0
Black alone or in combination,Female,2008,29829.0,9715.0,392.0,14204.0,913.0,540.0,23187.0,2957.0,423.0,27399.0,3575.0,488.0,42861.0,1550.0,1091.0,60996.0,718.0,3075.0
Black alone or in combination,Female,2007,31263.0,9618.0,616.0,14816.0,884.0,533.0,24669.0,3065.0,989.0,31614.0,3435.0,1316.0,41636.0,1561.0,953.0,57105.0,672.0,1926.0
Black alone or in combination,Female,2006,29268.0,9551.0,515.0,14257.0,988.0,520.0,22622.0,3159.0,748.0,28565.0,3342.0,860.0,44157.0,1456.0,1864.0,56541.0,605.0,1770.0
Black alone or in combination,Female,2005,27295.0,9413.0,300.0,14289.0,1003.0,478.0,20389.0,3104.0,327.0,25366.0,3195.0,424.0,43369.0,1452.0,937.0,53669.0,656.0,1796.0
Black alone or in combination,Female,2004,25707.0,9225.0,279.0,12818.0,1035.0,397.0,20236.0,3097.0,288.0,24415.0,3111.0,393.0,38522.0,1438.0,923.0,54931.0,543.0,1913.0
Black alone or in combination,Female,2003,25739.0,9182.0,423.0,14495.0,1089.0,560.0,19765.0,3100.0,405.0,23816.0,3063.0,475.0,41073.0,1391.0,1935.0,54265.0,538.0,2852.0
Black alone or in combination,Female,2002,25099.0,9098.0,323.0,13656.0,1103.0,378.0,20137.0,3038.0,565.0,23621.0,3066.0,380.0,38447.0,1339.0,996.0,51101.0,552.0,1964.0
Asian alone or in combination,Both Sexes,2019,73685.0,11705.0,1392.0,31329.0,627.0,2256.0,37394.0,1735.0,1442.0,40969.0,1941.0,1580.0,75118.0,4128.0,2108.0,118641.0,3273.0,3632.0
Asian alone or in combination,Both Sexes,2018,69591.0,11270.0,948.0,25065.0,569.0,1089.0,35222.0,1738.0,851.0,40026.0,2111.0,942.0,72079.0,3902.0,1341.0,116324.0,2948.0,2709.0
Asian alone or in combination,Both Sexes,2017,66240.0,10932.0,1085.0,29126.0,602.0,1902.0,35168.0,1758.0,1406.0,37559.0,2149.0,1359.0,70857.0,3573.0,1851.0,109132.0,2848.0,2811.0
Asian alone or in combination,Both Sexes,2016,62413.0,10599.0,990.0,27996.0,567.0,2121.0,32276.0,1866.0,826.0,37279.0,2246.0,1365.0,67706.0,3189.0,1651.0,104680.0,2729.0,2691.0
Asian alone or in combination,Both Sexes,2015,60892.0,10057.0,1025.0,23340.0,591.0,1013.0,33847.0,1652.0,1595.0,38217.0,2051.0,2116.0,64314.0,3259.0,1362.0,101782.0,2501.0,2758.0
Asian alone or in combination,Both Sexes,2014,56577.0,9805.0,933.0,21960.0,610.0,1106.0,29376.0,1703.0,688.0,32506.0,1974.0,844.0,64665.0,3294.0,1621.0,96335.0,2222.0,2796.0
Asian alone or in combination,Both Sexes,2013,54320.0,9367.0,1076.0,24499.0,613.0,2859.0,31088.0,1726.0,1923.0,33613.0,1984.0,1894.0,58218.0,2948.0,1565.0,96346.0,2094.0,2952.0
Asian alone or in combination,Both Sexes,2012,54277.0,9067.0,851.0,23974.0,543.0,2761.0,30241.0,1555.0,1095.0,32728.0,1989.0,1284.0,58891.0,2865.0,1419.0,93791.0,2113.0,2279.0
Asian alone or in combination,Both Sexes,2011,50943.0,8587.0,819.0,21649.0,592.0,1018.0,28304.0,1609.0,860.0,34825.0,1796.0,1830.0,57118.0,2784.0,1312.0,87273.0,1804.0,2277.0
Asian alone or in combination,Both Sexes,2010,48480.0,8563.0,628.0,20592.0,620.0,729.0,28452.0,1629.0,608.0,30190.0,1832.0,664.0,55988.0,2713.0,1129.0,84095.0,1770.0,1978.0
Asian alone or in combination,Both Sexes,2009,61575.0,4022.0,1739.0,20995.0,267.0,1074.0,32985.0,747.0,2044.0,37106.0,793.0,2201.0,62504.0,1237.0,2360.0,113267.0,976.0,5518.0
Asian alone or in combination,Both Sexes,2008,50622.0,7553.0,892.0,21195.0,569.0,1157.0,29163.0,1300.0,1425.0,32577.0,1630.0,1159.0,58179.0,2403.0,1570.0,84523.0,1649.0,2608.0
Asian alone or in combination,Both Sexes,2007,48865.0,7563.0,829.0,21399.0,530.0,760.0,28524.0,1331.0,709.0,33846.0,1630.0,1505.0,54204.0,2454.0,1413.0,81694.0,1615.0,2457.0
Asian alone or in combination,Both Sexes,2006,50094.0,7501.0,1117.0,20142.0,631.0,702.0,29502.0,1413.0,1162.0,33050.0,1495.0,1405.0,55827.0,2375.0,2131.0,87887.0,1585.0,3553.0
Asian alone or in combination,Both Sexes,2005,45269.0,7131.0,806.0,22330.0,629.0,1445.0,27059.0,1413.0,667.0,31332.0,1504.0,1141.0,51750.0,2204.0,1561.0,79229.0,1379.0,2570.0
